Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
Alfred Powell,22,68,1997,8,Male,6614 Ninth Boulevard,,Manchester,TN,37355,35.46,-86.08,$16349,$33337,$71679,712,1
Milan Sanchez,58,57,1961,4,Female,9384 Lake Street,,Revere,MA,02151,42.41,-70.99,$20979,$17078,$25245,719,4
Alaina Allen,28,66,1992,2,Female,9706 Mountain View Street,,Tucson,AZ,85741,32.33,-111.05,$21494,$43826,$84935,823,1
Maisie Edwards,51,66,1968,10,Female,29693 Bayview Drive,,Ladera Ranch,CA,92694,33.56,-117.63,$47991,$97845,$255288,836,4
Harry Ryan,56,65,1964,2,Male,8943 11th Drive,,Bristol,TN,37620,36.56,-82.19,$17795,$36285,$67244,759,5
Kathryn Harris,31,60,1988,9,Female,9633 Mill Lane,8,Aurora,CO,80013,39.69,-104.81,$24849,$50666,$102318,617,3
Marley Anwar,51,68,1968,7,Female,5537 Eighth Street,,Minneapolis,MN,55419,44.96,-93.26,$40364,$82298,$182301,789,6
Khalid Masvidal,25,71,1994,8,Male,99791 12th Boulevard,,Round Rock,TX,78681,30.51,-97.67,$31839,$64917,$102747,689,4
Yamileth Taylor,26,54,1993,7,Female,541 Federal Avenue,,Saint Petersburg,FL,33705,27.75,-82.64,$18100,$36909,$102869,821,1
Trevor Jones,24,70,1995,6,Male,5458 Spruce Street,,San Diego,CA,92122,32.85,-117.20,$34848,$71054,$106595,767,2
Malaya Lee,83,66,1936,9,Female,7978 Main Lane,,Gonzales,LA,70737,30.21,-90.92,$24703,$16620,$1140,804,8
Rowan Richardson,45,66,1974,12,Female,238 Ocean View Lane,2799,Whittier,CA,90603,33.94,-117.99,$27973,$57027,$21798,709,4
Vicente Sanders,18,71,2001,10,Male,3699 Lafayette Avenue,3,Omaha,NE,68107,41.26,-96.01,$14199,$28950,$61297,609,1
Zaylee Butler,50,69,1969,3,Female,9061 Grant Avenue,8,Alpharetta,GA,30022,34.06,-84.27,$0,$1426,$3154,680,3
Quentin Rogers,55,72,1964,11,Male,7680 Fourth Street,94,Batesville,MS,38606,34.31,-89.93,$15354,$31308,$59817,742,7
Wilson Morales,26,64,1993,5,Male,345 Elm Avenue,988,Palm Coast,FL,32164,29.57,-81.21,$14546,$29658,$45750,589,2
Emanuel Gutierrez,48,65,1971,9,Male,9 Fourth Drive,8,Newburgh,NY,12550,41.50,-74.02,$22762,$46408,$0,847,7
Myra Faraday,39,63,1980,4,Female,396 Park Street,6644,Glade Valley,NC,28627,36.48,-81.05,$11431,$23307,$31064,789,1
Sariah Fisher,31,69,1988,3,Female,4238 Birch Lane,,Wildersville,TN,38388,35.78,-88.36,$14435,$29433,$61260,693,3
London Nguyen,27,69,1992,6,Male,581 Seventh Drive,,Henderson,NV,89012,36.00,-115.04,$30025,$61222,$142541,779,1
Camryn Morris,46,68,1973,5,Female,539 Pine Boulevard,45,Panama City,FL,32405,30.17,-85.67,$19508,$39770,$72827,711,4
Zoie Morgan,48,66,1971,9,Female,9716 Third Lane,,Reno,NV,89511,39.38,-119.87,$38345,$78180,$102759,740,3
Demetrius Walker,29,67,1991,1,Male,202 Washington Drive,,Pierre Part,LA,70339,29.95,-91.20,$23208,$47317,$42433,680,2
Michael Abe,41,58,1979,1,Male,1036 Spruce Street,,Gooding,ID,83330,43.01,-114.70,$14925,$30432,$101847,624,1
Titan Harris,39,70,1980,5,Male,546 First Avenue,871,Maryville,MO,64468,40.34,-94.87,$18226,$37165,$0,771,3
Darwin Diaz,46,66,1973,12,Male,5659 Park Avenue,,Barberton,OH,44203,41.01,-81.60,$17856,$36405,$31815,715,2
Yousef El-Mafouk,30,61,1989,12,Male,334 Rose Boulevard,5,Lanham,MD,20706,38.96,-76.85,$23500,$47916,$69567,612,1
Bobby Morgan,52,67,1967,5,Male,262 First Lane,,Merrill,WI,54452,45.18,-89.70,$19705,$40177,$47012,698,4
Colette Phillips,49,68,1971,2,Female,253 West Drive,,Burlington,WA,98233,48.53,-122.31,$19604,$39969,$68456,713,3
Cannon Myers,44,61,1975,9,Male,33 Seventh Boulevard,73,Alachua,FL,32615,29.77,-82.48,$21979,$44816,$63043,625,1
Niko Labelle,32,59,1988,1,Male,835 Main Avenue,,La Mirada,CA,90638,33.90,-118.00,$24845,$50658,$72806,764,2
Jaxxon Smith,21,68,1998,8,Male,125 First Avenue,,Antioch,TN,37013,36.04,-86.64,$20236,$41260,$80574,682,2
Reese Morgan,54,58,1965,3,Male,90 Sussex Drive,,Jamaica,NY,11434,40.68,-73.78,$20760,$42332,$75213,616,6
Marlee Ramirez,74,67,1946,1,Female,528 Lake Drive,,Belleville,IL,62226,38.53,-90.00,$22545,$23011,$30510,721,3
Jefferson Gomez,64,61,1955,4,Male,66 Grant Lane,6,Morrisville,PA,19067,40.20,-74.78,$39495,$87317,$41998,773,1
Liana Bailey,72,65,1947,9,Female,521 Main Lane,,Colorado Springs,CO,80913,38.86,-104.76,$14645,$25243,$18006,730,6
Joanna Roberts,24,70,1996,2,Female,18360 Valley Avenue,,Orange,CA,92867,33.81,-117.79,$28884,$58893,$113715,666,3
Craig Roberts,24,69,1995,7,Male,3221 Tenth Lane,,Sewell,NJ,08080,39.75,-75.09,$31547,$64319,$0,757,3
Conner Johnson,47,63,1972,8,Male,16893 Fifth Avenue,9,Mesquite,TX,75149,32.76,-96.59,$17810,$36319,$44737,730,4
Charles Clark,39,66,1980,9,Male,253 Lexington Avenue,6,Newport News,VA,23602,37.07,-76.51,$21186,$43192,$33517,739,3
Sawyer Wright,46,58,1974,2,Male,95612 South Street,,Brandon,MS,39042,32.28,-90.00,$22304,$45476,$67636,506,1
Billy Phillips,31,68,1988,8,Male,6606 Sixth Drive,,Cheyenne,WY,82001,41.14,-104.79,$20255,$41297,$34703,685,2
Holland Braun,45,63,1975,1,Female,96493 Valley Stream Avenue,,Bethlehem,CT,06751,41.63,-73.21,$26674,$54384,$69717,622,3
Amina Perry,43,68,1977,2,Female,754 South Avenue,2178,Marion Center,PA,15759,40.77,-79.04,$16071,$32770,$103262,641,4
Adrianna Morales,26,66,1993,8,Female,5594 12th Drive,,Culver City,CA,90230,33.99,-118.39,$29972,$61104,$79486,721,4
Lane Labelle,55,67,1964,9,Male,203 Valley Lane,662,Mosinee,WI,54455,44.78,-89.68,$23216,$47334,$87775,701,3
Iris Long,67,69,1952,7,Female,5456 Ninth Avenue,,Philadelphia,PA,19116,39.95,-75.16,$21497,$43828,$60231,711,3
Emely Bell,47,69,1972,7,Female,646 South Lane,,Reedsville,OH,45772,39.14,-81.78,$16618,$33883,$50616,524,1
Van Clark,44,72,1975,9,Male,5521 Spruce Avenue,,Montgomery,AL,36106,32.35,-86.28,$25009,$50993,$75783,675,5
Zane Bailey,48,66,1971,9,Male,829 Grant Boulevard,9,Oswego,NY,13126,43.45,-76.50,$20447,$41690,$69869,763,2
June Ortiz,29,66,1991,1,Female,331 Essex Drive,,Schaumburg,IL,60194,42.03,-88.08,$26545,$54122,$166903,796,4
Adan Howard,56,66,1963,3,Male,5651 North Boulevard,,Greenbelt,MD,20770,38.99,-76.88,$26467,$53966,$135478,747,1
Cecilia Ortiz,20,65,2000,1,Female,599 Hillside Drive,7,Telford,PA,18969,40.32,-75.32,$26273,$53569,$79540,623,1
Tatum Masvidal,67,70,1952,5,Male,172 Third Lane,,Chandler,AZ,85226,33.27,-111.94,$32056,$65362,$27745,743,6
Donovan Diaz,58,72,1961,11,Male,250 Hillside Drive,,Millersburg,OH,44654,40.55,-81.91,$13259,$27035,$58050,595,2
Aiden Labelle,38,74,1981,6,Male,190 Burns Avenue,,Wooster,OH,44691,40.81,-81.93,$18962,$38663,$59053,686,3
Maleah Jenkins,22,65,1998,2,Female,637 Main Avenue,8,Lakewood,CA,90715,33.84,-118.07,$21940,$44740,$103896,651,1
Nova Morris,43,70,1976,9,Female,534 Sixth Boulevard,,Harvey,LA,70058,29.88,-90.06,$19126,$38994,$0,728,4
Aleah Torres,54,67,1965,10,Female,3067 First Street,558,Dover,OH,44622,40.52,-81.47,$18794,$38318,$93284,748,6
Audrey Lee,42,73,1977,11,Female,8027 Main Drive,134,Mesquite,TX,75150,32.76,-96.59,$18452,$37623,$923,726,6
Edward Cruz,32,65,1987,10,Male,702 Grant Drive,,San Ramon,CA,94583,37.78,-121.99,$0,$2365,$0,769,3
Karina Leroux,50,65,1969,12,Female,477 Madison Lane,5,Daly City,CA,94014,37.68,-122.43,$23752,$48428,$72566,654,1
Brycen Bell,58,66,1961,11,Male,50 Spruce Street,,Sacramento,CA,95823,38.47,-121.44,$15290,$31177,$18859,689,5
Beckham Lopez,38,69,1981,10,Male,4232 Grant Drive,25,Leakesville,MS,39451,31.15,-88.55,$18746,$38223,$30756,725,4
Mckinley Young,53,64,1966,9,Female,634 Grant Boulevard,51,Atlanta,GA,30312,33.74,-84.37,$30157,$61490,$116180,647,1
Mercy Phillips,41,78,1978,10,Female,9872 Lexington Street,,Alpharetta,GA,30004,34.06,-84.27,$45132,$92017,$157723,703,3
Ronan Thomas,43,69,1976,12,Male,85 East Drive,,El Paso,TX,79904,31.84,-106.43,$12313,$25109,$92,850,3
Fox Martinez,44,68,1975,5,Male,310 Bayview Boulevard,6,Saint Louis,MO,63112,38.63,-90.24,$19874,$40522,$81572,801,5
Koa Thompson,46,67,1973,4,Male,5692 Jefferson Boulevard,1,Hurst,TX,76054,32.83,-97.17,$30913,$63030,$93406,791,5
Braylon Cox,61,65,1958,7,Male,8794 Catherine Lane,,Shelbyville,IN,46176,39.52,-85.77,$18324,$37362,$21600,703,4
Colson Nguyen,52,68,1967,7,Male,9028 Valley Stream Avenue,,Albany,NY,12203,42.66,-73.79,$27005,$55059,$162462,735,3
Frida Burns,49,67,1970,12,Female,676 Bayview Street,,Bothell,WA,98021,47.79,-122.20,$33226,$67743,$67132,752,3
Amia Smith,33,65,1986,7,Female,3177 Oak Avenue,5,Johnson City,TN,37604,36.33,-82.36,$20142,$41069,$64073,644,3
Declan Wilson,34,65,1985,9,Male,6781 Ocean View Drive,,Gainesville,GA,30504,34.29,-83.83,$15814,$32245,$43097,625,1
Keyla White,44,68,1975,6,Female,8476 Lincoln Street,,Charleston,SC,29492,32.78,-79.99,$41380,$84365,$113529,796,5
Ishaan Roman,55,65,1965,2,Male,7035 River Boulevard,,Silver Spring,MD,20901,39.01,-77.02,$30794,$62791,$193215,692,4
Cyrus Myers,31,61,1988,4,Male,558 North Street,,Poland,ME,04274,44.06,-70.39,$22283,$45433,$91998,523,1
Leandro Anderson,36,62,1984,2,Male,5867 East Street,,Lake George,NY,12845,43.42,-73.71,$20371,$41537,$128044,582,1
Jefferson Jenkins,58,71,1961,10,Male,3817 Martin Luther King Avenue,,Palos Verdes Peninsula,CA,90274,33.77,-118.34,$58517,$119308,$89328,789,6
Cadence Fisher,25,66,1994,10,Female,6444 Maple Lane,,The Villages,FL,32162,28.92,-81.92,$8491,$17310,$21853,749,2
Gael James,75,66,1944,9,Male,239 Third Drive,,Dorchester Center,MA,02124,42.35,-71.06,$21695,$41316,$22629,826,1
Santana Masvidal,52,65,1967,3,Male,14813 El Camino Drive,,Eastpointe,MI,48021,42.46,-82.94,$18487,$37686,$41173,739,4
Rylan Murphy,62,69,1957,3,Female,628 Third Avenue,,Sterling,NE,68443,40.46,-96.37,$17420,$35519,$111115,744,1
Julissa Allen,90,71,1929,10,Female,350 Main Boulevard,53,Palm Coast,FL,32137,29.57,-81.21,$17142,$31805,$614,755,6
Barbara Phillips,43,58,1977,2,Female,973 River Street,,Seabrook,TX,77586,29.56,-95.02,$37415,$76288,$120771,710,4
Margaret Williams,49,67,1970,6,Female,364 Plum Lane,,Green Bay,WI,54302,44.52,-87.98,$16801,$34255,$36094,708,4
Zackary Lewis,24,65,1996,1,Male,34 Oak Boulevard,,Creswell,OR,97426,43.90,-123.02,$18364,$37443,$0,745,1
Beau Perry,51,65,1968,4,Male,822 Martin Luther King Drive,,Mesa,AZ,85213,33.44,-111.76,$25005,$50980,$0,754,4
Alexandria Bell,70,66,1949,10,Female,990 North Lane,51,Navarre,FL,32566,30.36,-87.17,$20045,$29164,$19851,625,4
Noa Robinson,77,67,1942,12,Female,7239 Hill Lane,,Lebanon,PA,17042,40.34,-76.42,$20983,$30457,$19314,520,5
Winnie James,47,67,1973,1,Female,820 Second Lane,6200,Los Angeles,CA,90062,34.00,-118.30,$13614,$27763,$59691,691,1
Abram Lewis,29,60,1990,12,Male,22 Mill Drive,,Chula Vista,CA,91910,32.63,-117.05,$20102,$40988,$89801,540,3
Zachary Myers,68,64,1951,12,Male,973 Federal Drive,,Clayton,NC,27520,35.64,-78.45,$22644,$38637,$30595,643,4
Jonathan Adams,46,67,1973,10,Male,9232 Mill Drive,,Somerset,NJ,08873,40.49,-74.48,$32610,$66489,$45974,729,4
Roman Brooks,51,65,1968,12,Male,919 Martin Luther King Lane,,Raymore,MO,64083,38.81,-94.45,$24981,$50936,$88447,681,3
Noemi Sullivan,41,72,1978,3,Female,98086 Essex Drive,2,Laurel,MT,59044,45.60,-108.68,$19625,$40012,$59472,849,4
Keegan Perry,50,71,1969,3,Male,772 Fifth Boulevard,8,Alta,IA,51002,42.67,-95.30,$16901,$34456,$54634,752,4
Darren Murphy,59,67,1960,8,Male,6310 Sixth Street,2695,La Porte,TX,77571,29.66,-95.04,$26170,$53357,$114266,690,5
Duncan Nguyen,28,65,1991,11,Male,914 George Street,5,Brooklyn,NY,11232,40.64,-73.94,$16985,$34629,$34484,721,3
Angelo Gutierrez,34,71,1985,9,Male,79948 Sixth Avenue,,Purcell,OK,73080,35.01,-97.37,$18137,$36983,$58895,768,4
Halle Parker,49,67,1970,11,Female,803 Plum Avenue,,South Gate,CA,90280,33.94,-118.20,$14528,$29621,$0,730,3
Rowen Brooks,64,67,1955,6,Male,317 Wessex Boulevard,,Clinton,MI,49236,42.06,-83.97,$20108,$41002,$97188,685,6
Dennis Rodriguez,52,69,1967,7,Male,7970 Little Creek Drive,6,Lincolnton,GA,30817,33.79,-82.47,$14717,$30011,$84166,589,1
Rylie Cooper,32,72,1987,3,Female,4460 11th Avenue,1,Rockford,IL,61107,42.27,-89.06,$24589,$50137,$90747,679,1
Quinton Powell,21,66,1998,4,Male,724 Valley Stream Street,,Garland,TX,75044,32.91,-96.62,$27057,$55166,$70698,689,1
Justin Ortiz,84,70,1935,5,Male,2116 Second Drive,,Dinuba,CA,93618,36.52,-119.39,$13194,$17016,$691,714,4
Valentino Jones,22,62,1997,7,Male,449 Washington Street,,Lexington,OK,73051,35.01,-97.33,$15966,$32557,$60053,637,2
Cannon Johnson,47,72,1972,6,Male,77931 Lincoln Avenue,,Loganville,GA,30052,33.83,-83.89,$21556,$43954,$60913,744,3
Raylan Morris,56,59,1964,2,Male,438 Seventh Avenue,,Indianapolis,IN,46256,39.77,-86.14,$31114,$63439,$199706,786,2
Darrell Howard,73,65,1947,1,Male,471 Ocean Boulevard,,Farmington,MO,63640,37.78,-90.42,$17707,$34067,$17902,628,1
Owen Anwar,47,70,1972,12,Male,148 Hillside Boulevard,,Lincoln,IL,62656,40.15,-89.36,$17510,$35699,$63264,687,5
Roger Kelley,28,70,1991,9,Male,919 Washington Drive,,Westlake,OH,44145,41.45,-81.92,$36610,$74644,$204251,792,3
Cataleya Reed,26,65,1993,4,Female,8709 Fifth Street,,Jenison,MI,49428,42.90,-85.82,$20773,$42348,$6204,754,4
Kiera Wood,89,69,1931,1,Female,796 West Lane,,Torrance,CA,90503,33.84,-118.35,$31496,$68010,$0,704,7
Meadow Martinez,87,70,1932,8,Female,673 11th Drive,,Saint Paul,MN,55123,44.94,-93.10,$38514,$60652,$0,688,4
Piper Garcia,39,70,1981,1,Female,6301 Hillside Avenue,,Los Angeles,CA,90022,34.02,-118.15,$13485,$27494,$44258,702,3
Juan Edwards,31,67,1988,4,Male,8446 Catherine Drive,698,Bakersfield,CA,93306,35.43,-118.83,$19023,$38788,$77448,716,1
Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard,4,Saint Charles,IL,60174,41.92,-88.30,$33847,$69007,$52218,720,4
Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,,Newport,RI,02840,41.47,-71.30,$24194,$49328,$6197,693,5
Maggie Faraday,65,61,1954,12,Female,35187 West Lane,,Santa Barbara,CA,93109,34.40,-119.72,$33097,$35404,$30887,575,3
Hadley Davis,34,65,1985,3,Female,480 Ocean View Boulevard,,Lakeside,CA,92040,32.90,-116.89,$22740,$46361,$69620,743,2
Darrell Gomez,54,66,1965,4,Male,1416 Bayview Avenue,,Gainesville,FL,32608,29.67,-82.33,$25767,$52538,$132409,602,1
Amina Torres,73,65,1947,1,Female,835 Main Street,36,Brooklyn,NY,11216,40.64,-73.94,$19652,$31317,$4591,687,4
Lucca Thompson,28,66,1991,10,Male,7933 Plum Lane,78,Pomona,CA,91768,34.06,-117.79,$16025,$32676,$88515,641,1
Jaiden Powell,33,60,1987,2,Male,6174 East Street,,Portland,OR,97213,45.53,-122.60,$26647,$54333,$103224,584,1
Briggs Campbell,66,61,1953,7,Male,338 Littlewood Street,88,Lawrenceville,GA,30043,33.94,-83.99,$24252,$57383,$20725,799,4
Wayne Morales,44,65,1975,3,Male,704 Third Avenue,,Danielsville,GA,30633,34.12,-83.22,$15726,$32064,$9833,709,3
Ember Merkel,53,66,1966,5,Female,810 Summit Lane,,Cambridge,MD,21613,38.56,-76.07,$16852,$34361,$41375,643,1
Davian Ortiz,59,54,1960,9,Male,350 Jefferson Boulevard,,Inglewood,CA,90302,33.97,-118.35,$18476,$28245,$13411,669,1
Kason Neufelder,26,69,1993,3,Male,4693 Essex Street,3,Rapid City,SD,57703,44.07,-103.23,$18816,$38363,$63974,838,3
Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street,91,Bronx,NY,10456,40.84,-73.87,$12475,$10782,$346,770,7
Winnie Ortiz,86,68,1933,7,Female,406 El Camino Boulevard,,Richmond,VT,05477,44.40,-73.00,$26951,$35685,$1135,714,5
Anne Cox,49,70,1971,2,Female,916 Birch Drive,,Naples,FL,34109,26.14,-81.79,$25006,$50984,$65126,616,2
Clare Foster,48,65,1971,9,Female,76 Lexington Boulevard,6458,Iowa City,IA,52240,41.65,-91.53,$23238,$47374,$35312,714,2
Rey Lee,33,66,1986,3,Male,632 Pine Drive,,Cordova,TN,38016,35.15,-89.75,$27474,$56018,$100163,739,2
Rylie Campbell,23,65,1996,6,Female,427 Martin Luther King Street,3,Spring,TX,77389,30.06,-95.38,$35807,$73011,$240352,794,2
Thea Johnson,59,60,1960,6,Female,1892 Catherine Street,,Cave City,KY,42127,37.13,-85.96,$13456,$27439,$84665,631,1
Phoenix Sanders,35,69,1984,11,Female,4346 El Camino Boulevard,5,Jacksonville,FL,32222,30.33,-81.65,$20710,$42229,$0,688,3
Lillian Kelly,54,58,1965,9,Female,780 Ocean Avenue,,Gloucester,VA,23061,37.43,-76.54,$21040,$42900,$111007,802,6
Frankie Allen,60,68,1959,8,Male,513 Tenth Avenue,,Wichita,KS,67204,37.68,-97.34,$19224,$39191,$43396,756,6
Brennan Johnson,18,68,2001,6,Male,3033 Maple Lane,,Mc Lean,VA,22101,38.94,-77.19,$62840,$128123,$135808,699,1
Clyde Wright,68,71,1951,9,Male,26 El Camino Street,,Zion Grove,PA,17985,40.93,-76.25,$20340,$41473,$98151,724,3
Andy Bell,76,67,1943,8,Male,772 Lexington Street,2,Delphos,OH,45833,40.84,-84.33,$18287,$37829,$20185,658,4
Daniella Robinson,21,68,1998,8,Female,3701 Birch Street,,Lansing,MI,48911,42.70,-84.55,$16954,$34568,$81953,765,1
Adrian Perez,71,74,1948,6,Male,2786 Forest Lane,7,Springfield,OH,45506,39.92,-83.79,$14342,$29243,$30686,726,4
Aaliyah Martin,43,74,1976,4,Female,113 Burns Lane,,Pensacola,FL,32504,30.44,-87.18,$22247,$45360,$14587,704,3
Bailee Nguyen,30,67,1989,8,Female,387 Plum Avenue,,Wenonah,NJ,08090,39.79,-75.14,$26193,$53407,$125586,767,3
Dakota Martinez,21,70,1998,9,Female,1241 11th Boulevard,,Rosemead,CA,91770,34.06,-118.08,$16101,$32829,$44141,652,1
Joseph Sanchez,68,68,1951,4,Male,344 Washington Drive,895,Gretna,LA,70056,29.91,-90.05,$20042,$39832,$5377,785,4
Emerson Rogers,31,68,1988,9,Female,256 Jefferson Street,,Henrico,VA,23231,37.55,-77.46,$21602,$44041,$109159,680,2
Markus Masvidal,79,68,1940,10,Male,1699 West Lane,,Mentor,OH,44060,41.69,-81.33,$24878,$29517,$2470,690,4
Annika Rivera,50,69,1969,4,Female,8886 Little Creek Street,1,Edgerton,WI,53534,42.83,-89.07,$21348,$43529,$126175,797,6
Landen Martinez,53,66,1966,5,Male,852 Tenth Boulevard,,Clarksville,IN,47129,38.31,-85.76,$16097,$32820,$23004,740,4
Javion Stewart,69,73,1950,11,Male,385 Maple Street,,San Mateo,CA,94404,37.55,-122.26,$47524,$96901,$182809,701,5
Cason Thomas,60,66,1959,11,Male,933 Valley Lane,,Murphys,CA,95247,38.14,-120.45,$16448,$33540,$74530,734,5
Augustine Turner,26,68,1993,3,Male,2519 Park Boulevard,,Hutchinson,MN,55350,44.88,-94.37,$20699,$42201,$138469,682,5
Liliana Anderson,40,69,1979,3,Female,159 Plum Avenue,,New Bremen,OH,45869,40.43,-84.38,$24227,$49396,$39549,814,3
Butch Labelle,48,66,1971,9,Male,6606 Oak Drive,,Oakdale,LA,71463,30.81,-92.65,$16816,$34287,$77180,760,3
Sylvia Thomas,39,69,1980,4,Female,251 Main Lane,,Kokomo,IN,46901,40.47,-86.13,$16794,$34241,$79551,784,2
Nickolas Fisher,40,67,1980,2,Male,8475 Essex Lane,4,Columbus,OH,43204,39.98,-82.98,$17778,$36247,$34079,712,3
Conner Ross,63,65,1956,11,Male,8414 Tenth Drive,,Sioux Falls,SD,57110,43.54,-96.73,$25692,$52380,$8764,850,6
Jamison Fernandez,18,68,2002,2,Male,4485 Plum Lane,207,Gloversville,NY,12078,43.05,-74.34,$17027,$34716,$18962,850,3
Adrien Rogers,85,67,1934,12,Male,8651 Seventh Street,,North Bend,OR,97459,43.48,-124.16,$16738,$38194,$1674,680,3
Emerson Wilson,64,67,1956,1,Male,894 Ocean Avenue,,Easton,PA,18042,40.68,-75.22,$21005,$42831,$59948,566,3
Jazmin Clark,80,59,1939,10,Female,4259 East Lane,,Lancaster,PA,17603,40.04,-76.30,$19945,$34819,$2971,696,2
Jeffery Richardson,63,71,1956,9,Male,4117 Fifth Avenue,,Brooklyn,NY,11232,40.64,-73.94,$16985,$34637,$12623,710,4
Savanna Peterson,50,61,1969,7,Female,415 Elm Street,7044,Hamtramck,MI,48212,42.39,-83.05,$8658,$17657,$21899,614,2
Byron Leroux,79,65,1941,2,Male,9983 Park Drive,6,Bluffton,SC,29910,32.23,-80.86,$21679,$30434,$23883,740,7
Alayna Ward,23,65,1996,4,Female,1 Sixth Boulevard,,Tacoma,WA,98466,47.22,-122.54,$23366,$47639,$0,732,2
Lyric Lewis,32,70,1987,12,Female,3535 West Drive,90,Los Angeles,CA,90023,34.01,-118.20,$12557,$25603,$26348,729,2
Jaxton Adams,56,70,1963,5,Male,4943 Martin Luther King Lane,,Kissimmee,FL,34743,28.30,-81.41,$13964,$28476,$0,693,3
Reed Williams,66,68,1953,3,Male,703 West Drive,,Alamo,TX,78516,26.18,-98.11,$10091,$20577,$60152,825,4
Harlan Faraday,64,67,1955,7,Male,37 River Boulevard,,Bowling Green,KY,42101,36.97,-86.44,$14839,$30252,$24172,812,5
Ryan Anwar,47,65,1972,8,Female,1532 Birch Drive,10,Grand Junction,CO,81506,39.08,-108.55,$24115,$49169,$65994,747,2
Santos Wright,92,67,1927,10,Male,31 Hillside Lane,,Tucson,AZ,85711,32.21,-110.88,$17460,$24960,$889,707,9
Giuliana Moore,44,63,1975,8,Female,66 Plum Avenue,,Zephyrhills,FL,33540,28.23,-82.17,$15187,$30967,$61201,685,3
Clay Murphy,50,64,1969,4,Male,4480 Hillside Avenue,6,Round Lake,IL,60073,42.34,-88.11,$22578,$46039,$79738,672,4
Brooklyn Reed,50,68,1969,12,Female,773 12th Street,,Oshkosh,WI,54901,44.01,-88.55,$19573,$39911,$93823,625,7
Leandro Ryan,22,69,1997,8,Male,152 Sixth Avenue,,Tyler,TX,75703,32.32,-95.30,$27948,$56984,$128684,680,5
Ryan Russell,50,68,1970,2,Male,952 Valley Avenue,8,Crossville,TN,38555,35.95,-85.03,$13708,$27952,$2070,850,3
Elise Howard,22,65,1997,6,Female,394 Essex Boulevard,,Fort Lauderdale,FL,33327,26.11,-80.39,$42160,$85954,$108684,746,2
Regina Turner,79,64,1940,8,Female,6337 Spruce Street,,Lakeville,MN,55044,44.67,-93.24,$34186,$57824,$31354,668,5
Yareli Macron,29,68,1991,1,Female,21 Lafayette Drive,46,Campbellsport,WI,53010,43.59,-88.28,$21579,$43996,$16260,842,3
Shepherd James,41,66,1978,12,Male,7662 Mountain View Boulevard,,Roseville,CA,95678,38.76,-121.28,$25476,$51943,$61722,794,3
Jaziel Bailey,34,73,1985,12,Male,2707 Main Boulevard,937,Memphis,TN,38117,35.10,-90.00,$33974,$69270,$97114,540,1
Laurel Gao,49,65,1970,8,Female,4480 Essex Drive,,Summerville,SC,29485,33.00,-80.17,$21769,$44383,$42369,707,7
Bryan Walker,82,63,1937,3,Male,19176 Grant Drive,,Richmond,VA,23226,37.55,-77.46,$43827,$92368,$2689,719,4
Mavis Johnson,52,71,1967,11,Female,68 Sixth Avenue,,Chandler,TX,75758,32.30,-95.47,$17886,$36472,$80469,526,2
Zander Moore,18,66,2001,6,Male,876 Main Avenue,,Northampton,MA,01060,42.32,-72.67,$25442,$51873,$70144,731,2
Marcelo Gao,47,72,1972,11,Male,37845 Main Street,,Keller,TX,76248,32.93,-97.22,$0,$3,$5,750,2
Braden Labelle,44,67,1975,7,Male,7485 Seventh Street,,Saint Johnsbury,VT,05819,44.41,-71.97,$18069,$36843,$52248,772,5
Maison Davis,26,66,1993,9,Male,9249 Third Lane,274,Port Saint Lucie,FL,34986,27.27,-80.35,$18946,$38634,$42099,800,2
Drew Green,29,70,1990,12,Male,7109 Rose Street,,Thomasville,NC,27360,35.88,-80.07,$16642,$33933,$5329,698,6
Ryan Cruz,27,62,1992,7,Male,288 North Lane,,Fishers,IN,46038,39.95,-86.02,$31270,$63760,$151177,716,1
Neil Moore,53,66,1967,1,Male,270 Plum Street,,Elk Grove,CA,95624,38.44,-121.30,$25949,$52904,$144534,680,4
Jayde Faraday,18,70,2002,1,Female,38 Fifth Street,,New Baltimore,MI,48051,42.68,-82.73,$23297,$47501,$81625,735,2
Sophia Hill,59,66,1960,9,Female,420 Littlewood Drive,1,Raceland,LA,70394,29.71,-90.59,$20521,$41845,$90940,673,4
Amayah Bell,56,63,1963,6,Female,6295 Summit Drive,,Temple City,CA,91780,34.10,-118.05,$22008,$44875,$125909,510,1
Sean Morris,30,66,1989,10,Male,32 Fourth Drive,,Durham,NC,27712,35.98,-78.91,$28430,$57969,$92382,691,2
Archer Faraday,32,60,1987,5,Male,1867 Bayview Street,,Wilmore,KY,40390,37.86,-84.65,$15757,$32128,$58373,724,5
